2.000000000000000000e+00,1.500000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,1.500000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,1.500000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,3.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+01,3.874999999999999289e+01,3.900000000000000000e+01,3.575000000000000000e+01,3.000000000000000000e+01,3.275000000000000000e+01,3.650000000000000000e+01,3.874999999999999289e+01,3.725000000000000711e+01,3.525000000000000000e+01,3.475000000000000000e+01,3.575000000000000000e+01,3.625000000000000711e+01,3.675000000000000711e+01,3.625000000000000711e+01,3.575000000000000000e+01,3.375000000000000000e+01,3.575000000000000000e+01,3.800000000000000000e+01,3.550000000000000000e+01,3.675000000000000711e+01,3.475000000000000000e+01,3.600000000000000000e+01,3.450000000000000000e+01,3.500000000000000000e+01,3.550000000000000000e+01,3.725000000000000711e+01,3.125000000000000000e+01,3.500000000000000000e+01,3.325000000000000000e+01
5.016666666666666430e+01,4.750000000000000000e+01,4.733333333333333570e+01,4.433333333333333570e+01,3.800000000000000000e+01,4.166666666666666430e+01,4.483333333333333570e+01,4.733333333333333570e+01,4.549999999999999289e+01,4.583333333333333570e+01,4.283333333333333570e+01,4.600000000000000000e+01,4.616666666666666430e+01,4.750000000000000000e+01,4.549999999999999289e+01,4.516666666666666430e+01,4.449999999999999289e+01,4.350000000000000711e+01,4.883333333333332860e+01,4.416666666666666430e+01,4.583333333333333570e+01,4.533333333333333570e+01,4.750000000000000000e+01,4.250000000000000711e+01,4.449999999999999289e+01,4.700000000000000000e+01,4.650000000000000000e+01,4.216666666666666430e+01,4.416666666666666430e+01,4.399999999999999289e+01
5.325000000000000000e+01,5.212500000000000000e+01,5.100000000000000000e+01,4.537500000000000000e+01,4.350000000000000711e+01,4.612500000000000711e+01,4.675000000000000000e+01,5.150000000000000000e+01,4.850000000000000000e+01,4.762499999999999289e+01,4.825000000000000711e+01,5.112500000000000000e+01,4.900000000000000000e+01,4.975000000000000711e+01,5.100000000000000000e+01,4.687500000000000000e+01,4.950000000000000000e+01,4.687500000000000000e+01,5.062500000000000000e+01,4.712499999999999289e+01,5.000000000000000000e+01,4.850000000000000000e+01,5.212500000000000000e+01,4.487500000000000000e+01,4.687500000000000000e+01,4.937500000000000000e+01,5.150000000000000000e+01,4.562500000000000711e+01,4.750000000000000000e+01,4.687500000000000000e+01
5.339999999999999858e+01,5.410000000000000142e+01,5.189999999999999858e+01,4.529999999999999716e+01,4.570000000000000284e+01,4.829999999999999716e+01,4.839999999999999858e+01,5.270000000000000284e+01,4.929999999999999716e+01,4.970000000000000284e+01,4.970000000000000284e+01,5.260000000000000142e+01,4.920000000000000284e+01,4.970000000000000284e+01,5.250000000000000000e+01,4.750000000000000000e+01,4.950000000000000000e+01,4.879999999999999716e+01,5.160000000000000142e+01,4.970000000000000284e+01,5.200000000000000000e+01,5.039999999999999858e+01,5.339999999999999858e+01,4.620000000000000284e+01,4.810000000000000142e+01,5.000000000000000000e+01,5.350000000000000000e+01,4.770000000000000284e+01,4.839999999999999858e+01,4.839999999999999858e+01
5.541666666666666430e+01,5.300000000000000000e+01,5.166666666666666430e+01,4.508333333333332860e+01,4.683333333333333570e+01,4.983333333333332860e+01,4.875000000000000711e+01,5.241666666666666430e+01,4.841666666666666430e+01,4.916666666666667140e+01,5.100000000000000000e+01,5.291666666666666430e+01,4.908333333333333570e+01,4.933333333333332860e+01,5.316666666666666430e+01,4.908333333333333570e+01,4.933333333333332860e+01,4.983333333333332860e+01,5.191666666666666430e+01,5.000000000000000000e+01,5.241666666666666430e+01,5.058333333333333570e+01,5.425000000000000000e+01,4.650000000000000000e+01,4.858333333333333570e+01,5.016666666666666430e+01,5.325000000000000000e+01,4.791666666666666430e+01,4.925000000000000711e+01,4.875000000000000711e+01
5.500000000000000000e+01,5.271428571428571530e+01,5.157142857142857650e+01,4.571428571428571530e+01,4.785714285714285410e+01,4.992857142857143060e+01,4.878571428571428470e+01,5.285714285714286120e+01,4.792857142857143060e+01,4.992857142857143060e+01,5.164285714285713880e+01,5.385714285714286120e+01,4.957142857142856940e+01,4.921428571428570820e+01,5.300000000000000000e+01,5.035714285714285410e+01,4.971428571428570820e+01,5.028571428571428470e+01,5.164285714285713880e+01,5.071428571428570820e+01,5.250000000000000000e+01,5.057142857142856940e+01,5.392857142857143060e+01,4.578571428571428470e+01,4.800000000000000000e+01,5.078571428571428470e+01,5.228571428571428470e+01,4.821428571428570820e+01,4.950000000000000000e+01,4.950000000000000000e+01
5.431250000000000000e+01,5.281250000000000000e+01,5.206250000000000000e+01,4.593750000000000000e+01,4.843750000000000000e+01,4.981250000000000711e+01,4.893750000000000000e+01,5.268750000000000000e+01,4.800000000000000000e+01,5.006250000000000000e+01,5.131250000000000000e+01,5.425000000000000000e+01,4.975000000000000711e+01,4.906250000000000000e+01,5.256250000000000000e+01,5.012500000000000000e+01,5.056250000000000000e+01,5.093750000000000000e+01,5.206250000000000000e+01,5.075000000000000000e+01,5.206250000000000000e+01,5.125000000000000000e+01,5.425000000000000000e+01,4.625000000000000000e+01,4.862499999999999289e+01,5.131250000000000000e+01,5.231250000000000000e+01,4.806250000000000000e+01,5.006250000000000000e+01,4.937500000000000000e+01
5.461111111111110716e+01,5.227777777777777857e+01,5.177777777777777857e+01,4.594444444444444287e+01,4.877777777777777857e+01,5.033333333333333570e+01,4.866666666666667140e+01,5.255555555555555713e+01,4.805555555555555003e+01,4.944444444444444287e+01,5.188888888888889284e+01,5.405555555555555713e+01,5.011111111111111427e+01,4.933333333333332860e+01,5.205555555555555713e+01,5.016666666666666430e+01,5.116666666666666430e+01,5.133333333333332860e+01,5.227777777777777857e+01,5.138888888888889284e+01,5.066666666666666430e+01,5.122222222222222143e+01,5.416666666666667140e+01,4.694444444444444287e+01,4.894444444444444287e+01,5.177777777777777857e+01,5.238888888888889284e+01,4.772222222222222143e+01,5.061111111111111427e+01,4.972222222222222143e+01
5.464999999999999858e+01,5.240000000000000568e+01,5.150000000000000000e+01,4.600000000000000000e+01,4.945000000000000284e+01,5.025000000000000000e+01,4.945000000000000284e+01,5.185000000000000142e+01,4.889999999999999858e+01,4.950000000000000000e+01,5.179999999999999716e+01,5.320000000000000284e+01,4.975000000000000711e+01,4.945000000000000284e+01,5.114999999999999858e+01,5.050000000000000000e+01,5.114999999999999858e+01,5.210000000000000142e+01,5.240000000000000568e+01,5.120000000000000284e+01,5.045000000000000284e+01,5.125000000000000000e+01,5.325000000000000000e+01,4.750000000000000000e+01,4.865000000000000568e+01,5.240000000000000568e+01,5.270000000000000284e+01,4.704999999999999716e+01,5.089999999999999858e+01,4.985000000000000853e+01
